contaminant,authorization,limit,clean_amount_released,clean_amount_released_float,amount_released,source,event_id,region,date
CO,Permit 21101,77.52 LBS/HR,1900.0 ,1900.0,1900.0 lbs (est.),"Source 3: Cyclohexane Unit Process Flare MSS , EPN number MSSAROMFLR",266458,region 12,#N/A
Cyclohexane,Permit 21101 (as VOC),166.26 LBS/HR,300.0 ,300.0,300.0 lbs (est.),"Source 3: Cyclohexane Unit Process Flare MSS , EPN number MSSAROMFLR",266458,region 12,#N/A
NOX,Permit 21101,15.21 LBS/HR,300.0 ,300.0,300.0 lbs (est.),"Source 3: Cyclohexane Unit Process Flare MSS , EPN number MSSAROMFLR",266458,region 12,#N/A
Other VOCs,Permit 21101,166.26 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 3: Cyclohexane Unit Process Flare MSS , EPN number MSSAROMFLR",266458,region 12,#N/A
Propane,Permit 21101 (as VOC),166.26 LBS/HR,800.0 ,800.0,800.0 lbs (est.),"Source 3: Cyclohexane Unit Process Flare MSS , EPN number MSSAROMFLR",266458,region 12,#N/A
Propylene (Propene),Permit 21101 (as VOC),166.26 LBS/HR,1800.0 ,1800.0,1800.0 lbs (est.),"Source 3: Cyclohexane Unit Process Flare MSS , EPN number MSSAROMFLR",266458,region 12,#N/A
Acetylene,Permit 21101 (as VOC),2933.17 LBS/HR,11.0 ,11.0,11.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Benzene,Permit 21101 (as VOC),139.54 LBS/HR,70.0 ,70.0,70.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
"Butadiene, 1-3",Permit 21101 (as VOC),2933.17 LBS/HR,70.0 ,70.0,70.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Butene,Permit 21101 (as VOC),2933.17 LBS/HR,80.0 ,80.0,80.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
CO,Permit 21101,3057.24 LBS/HR,11000.0 ,11000.0,11000.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Ethylene (gaseous),Permit 21101 (as VOC),2933.17 LBS/HR,7000.0 ,7000.0,7000.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Isobutane,Permit 21101 (as VOC),2933.17 LBS/HR,60.0 ,60.0,60.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
NOX,Permit 21101,464.93 LBS/HR,1800.0 ,1800.0,1800.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Other VOCs,Permit 21101,2933.17 LBS/HR,1000.0 ,1000.0,1000.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Propane,Permit 21101 (as VOC),2933.17 LBS/HR,1900.0 ,1900.0,1900.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Propylene (Propene),Permit 21101 (as VOC),2933.17 LBS/HR,6000.0 ,6000.0,6000.0 lbs (est.),"Source 6: Ethylene Unit Process Flare MSS , EPN number MSS1544FLR",266458,region 12,#N/A
Ethylene (gaseous),No specific emissions authorizations for this facility,0,514.3 ,514.3,514.3 lbs (est.),"Source 1: A3 South Flare , EPN number UER037",265176,region 12,#N/A
Ethylene (gaseous),No specific emissions authorizations for this facility,0,3236.0 ,3236.0,3236.0 lbs (est.),"Source 2: F8 Cycle Gas Vent , EPN number",265176,region 12,#N/A
Ethylene oxide,No specific emissions authorizations for this facility,0,3.25 ,3.3,3.25 lbs (est.),"Source 2: F8 Cycle Gas Vent , EPN number",265176,region 12,#N/A
Ethylene (gaseous),No specific emissions authorizations for this facility,0,2822.65 ,2822.7,2822.65 lbs (est.),"Source 5: F8 Reabsorber Vent , EPN number",265176,region 12,#N/A
Ethylene oxide,No specific emissions authorizations for this facility,0,0.741 ,0.7,0.741 lbs (est.),"Source 5: F8 Reabsorber Vent , EPN number",265176,region 12,#N/A
"1,3-BUTADIENE",Permit 21101 (as VOC),476.58 LBS/HR,0.17 ,0.2,0.17 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
Butane,Permit 21101 (as VOC),476.58 LBS/HR,28.95 ,29.0,28.95 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
CO,Permit 21101,364.28 LBS/HR,1274.49 ,1274.5,1274.49 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
Cyclohexane,Permit 21101 (as VOC),476.58 LBS/HR,353.66 ,353.7,353.66 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
Isobutane,Permit 21101 (as VOC),476.58 LBS/HR,48.21 ,48.2,48.21 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
NOX,Permit 21101,71.49 LBS/HR,250.12 ,250.1,250.12 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
Other VOCs,Permit 21101,476.58 LBS/HR,243.78 ,243.8,243.78 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
Propylene,Permit 21101 (as VOC),476.58 LBS/HR,16.04 ,16.0,16.04 lbs (est.),"Source 1: CU 1741 , EPN number F-40-FLARE",265764,region 12,#N/A
"1,3-BUTADIENE",Permit 21101 (as VOC),416.5 LBS/HR,46.36 ,46.4,46.36 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
Acetylene,Permit 21101 (as VOC),416.5 LBS/HR,4.88 ,4.9,4.88 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
Benzene,Permit 21101 (as VOC),416.5 LBS/HR,93.24 ,93.2,93.24 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
Carbon Monoxide,Permit 21101,362.11 LBS/HR,28886.63 ,28886.6,28886.63 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
"Ethylene, gaseous",Permit 21101 (as VOC),416.5 LBS/HR,11816.88 ,11816.9,11816.88 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
NOX,Permit 21101,90.68 LBS/HR,5060.2 ,5060.2,5060.2 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
Other VOCs,Permit 21101,416.5 LBS/HR,130.91 ,130.9,130.91 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
Propane,Permit 21101 (as VOC),416.5 LBS/HR,58.33 ,58.3,58.33 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
Propylene,Permit 21101 (as VOC),416.5 LBS/HR,691.12 ,691.1,691.12 lbs (est.),"Source 6: Ethylene Unit Process Flare , EPN number E-24-FLARE",265764,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,80000.0 ,80000.0,80000.0 lbs (est.),"Source 7: FCCU Regenerator Vent , EPN number E-01-WGS",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 7: FCCU Regenerator Vent , EPN number E-01-WGS",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,600.0 ,600.0,600.0 lbs (est.),"Source 8: Flare 103B , EPN number E-103-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,100.0 ,100.0,100.0 lbs (est.),"Source 8: Flare 103B , EPN number E-103-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,120.0 ,120.0,120.0 lbs (est.),"Source 8: Flare 103B , EPN number E-103-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,10000.0 ,10000.0,10000.0 lbs (est.),"Source 8: Flare 103B , EPN number E-103-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,180.0 ,180.0,180.0 lbs (est.),"Source 8: Flare 103B , EPN number E-103-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,3600.0 ,3600.0,3600.0 lbs (est.),"Source 9: Flare 15 , EPN number E-15-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,15.0 ,15.0,15.0 lbs (est.),"Source 9: Flare 15 , EPN number E-15-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,700.0 ,700.0,700.0 lbs (est.),"Source 9: Flare 15 , EPN number E-15-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,1200.0 ,1200.0,1200.0 lbs (est.),"Source 9: Flare 15 , EPN number E-15-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,800.0 ,800.0,800.0 lbs (est.),"Source 9: Flare 15 , EPN number E-15-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,3000.0 ,3000.0,3000.0 lbs (est.),"Source 10: Flare 18 , EPN number E-18-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,30.0 ,30.0,30.0 lbs (est.),"Source 10: Flare 18 , EPN number E-18-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,600.0 ,600.0,600.0 lbs (est.),"Source 10: Flare 18 , EPN number E-18-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,2500.0 ,2500.0,2500.0 lbs (est.),"Source 10: Flare 18 , EPN number E-18-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 10: Flare 18 , EPN number E-18-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,800.0 ,800.0,800.0 lbs (est.),"Source 11: Flare 19 , EPN number E-19-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,100.0 ,100.0,100.0 lbs (est.),"Source 11: Flare 19 , EPN number E-19-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 11: Flare 19 , EPN number E-19-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,10000.0 ,10000.0,10000.0 lbs (est.),"Source 11: Flare 19 , EPN number E-19-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,100.0 ,100.0,100.0 lbs (est.),"Source 11: Flare 19 , EPN number E-19-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,400.0 ,400.0,400.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,15.0 ,15.0,15.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,80.0 ,80.0,80.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,600.0 ,600.0,600.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,100.0 ,100.0,100.0 lbs (est.),"Source 12: Flare 20 , EPN number E-20-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,8500.0 ,8500.0,8500.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,100.0 ,100.0,100.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,1800.0 ,1800.0,1800.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,10000.0 ,10000.0,10000.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,2200.0 ,2200.0,2200.0 lbs (est.),"Source 13: Flare 22 , EPN number E-22-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,12500.0 ,12500.0,12500.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,300.0 ,300.0,300.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,2500.0 ,2500.0,2500.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,25000.0 ,25000.0,25000.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,1000.0 ,1000.0,1000.0 lbs (est.),"Source 14: Flare 23 , EPN number E-23-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,1500.0 ,1500.0,1500.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,30.0 ,30.0,30.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,300.0 ,300.0,300.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,2000.0 ,2000.0,2000.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 15: Flare 26 , EPN number E-26-FLARE",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,40000.0 ,40000.0,40000.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,20.0 ,20.0,20.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,700.0 ,700.0,700.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 12,#N/A
Particulate Matter,NSR Permit 80812 Site Wide CAP,19.22 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,5000.0 ,5000.0,5000.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 19: SCOT 1 Tail Gas Incinerator , EPN number E-01-SCOT",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site-Wide CAP,699.57 LBS/HR,40000.0 ,40000.0,40000.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site-Wide CAP,89.82 LBS/HR,20.0 ,20.0,20.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site-Wide CAP,167.23 LBS/HR,700.0 ,700.0,700.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 12,#N/A
Particulate Matter,NSR Permit 80812 Site-Wide CAP,19.22 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site-Wide CAP,641.19 LBS/HR,5000.0 ,5000.0,5000.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 12,#N/A
VOC,NSR Permit 80812 Site-Wide CAP,4186.14 LBS/HR,150.0 ,150.0,150.0 lbs (est.),"Source 20: SCOT 2 Tail Gas Incinerator , EPN number E-02-SCOT",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,15.0 ,15.0,15.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 12,#N/A
Particulate Matter,NSR Permit 80812 Site Wide CAP,19.22 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,3000.0 ,3000.0,3000.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 21: SCOT 3 Tail Gas Incinerator , EPN number E-03-SCOT",266834,region 12,#N/A
Carbon Monoxide,NSR Permit 80812 Site Wide CAP,699.57 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 12,#N/A
Hydrogen Sulfide,NSR Permit 80812 Site Wide CAP,89.82 LBS/HR,30.0 ,30.0,30.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 12,#N/A
Oxides of Nitrogen (NOx),NSR Permit 80812 Site Wide CAP,167.23 LBS/HR,500.0 ,500.0,500.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 12,#N/A
Particulate Matter,NSR Permit 80812 Site Wide CAP,19.22 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 12,#N/A
Sulfur dioxide,NSR Permit 80812 Site Wide CAP,641.19 LBS/HR,3000.0 ,3000.0,3000.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 12,#N/A
VOC,NSR Permit 80812 Site Wide CAP,4186.14 LBS/HR,40.0 ,40.0,40.0 lbs (est.),"Source 22: SCOT 4 Tail Gas Incinerator , EPN number E-04-SCOT",266834,region 12,#N/A
"1,3-BUTADIENE",NSR9908,0.18 LBS/HR,37.0 ,37.0,37.0 lbs (est.),"Source 2: REACDB , EPN number REAC216",265189,region 12,#N/A
Sulfur dioxide,Permit 49138,157.03 LBS/HR,1312.84 ,1312.8,1312.84 lbs (est.),"Source 2: Thermal Oxidizer , EPN number 32STK_001",266314,region 12,#N/A
"1,3-BUTADIENE",Permit 21101 (as VOC),476.58 LBS/HR,0.13 ,0.1,0.13 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 12,#N/A
Carbon Monoxide,Permit 21101,364.28 LBS/HR,235.7 ,235.7,235.7 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 12,#N/A
Cyclohexane,Permit 21101 (as VOC),476.58 LBS/HR,41.52 ,41.5,41.52 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 12,#N/A
NOX,Permit 21101,71.49 LBS/HR,46.26 ,46.3,46.26 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 12,#N/A
Other VOCs,Permit 21101,476.58 LBS/HR,40.9 ,40.9,40.9 lbs (est.),"Source 1: Aromatics Process Flare , EPN number F-40-FLARE",265107,region 12,#N/A
"1,3-BUTADIENE",Permit 21101 (as VOC),416.5 LBS/HR,0.44 ,0.4,0.44 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Acetylene,Permit 21101 (as VOC),416.5 LBS/HR,5.47 ,5.5,5.47 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Benzene,Permit 21101 (as VOC),416.5 LBS/HR,9.83 ,9.8,9.83 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Carbon Monoxide,Permit 21101,362.11 LBS/HR,10868.85 ,10868.9,10868.85 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Ethylene (gaseous),Permit 21101 (as VOC),416.5 LBS/HR,8955.75 ,8955.8,8955.75 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
NOX,Permit 21101,90.68 LBS/HR,1667.73 ,1667.7,1667.73 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Other VOCs,Permit 21101,416.5 LBS/HR,19.75 ,19.8,19.75 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Propane,Permit 21101 (as VOC),416.5 LBS/HR,66.5 ,66.5,66.5 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Propylene (Propene),Permit 21101 (as VOC),416.5 LBS/HR,345.68 ,345.7,345.68 lbs (est.),"Source 6: Ethlyene Unit Process Flare , EPN number E-24-FLARE",265107,region 12,#N/A
Opacity,No specific emissions authorizations for this facility,10.0 % op,#VALUE!,,62.33 % op (est.),"Source 1: Boiler , EPN number 22",266256,region 12,#N/A
,,,,,,,,,
,,There were,16.0,,beneze releases totalling ,37386.46,,,
,,,30.0,,,,,,
